index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
251 0 4 2 13 23 2.08 -141 43 57.00 -18 45 18.81 0 29 17.72
252 0 4 2 21 43 2.08 -47 18 34.03 70 9 54.80 0 29 21.86
253 0 4 3 6 3 2.08 119 35 1.17 0 14 35.95 0 29 26.36
254 0 4 3 14 23 2.08 -131 4 57.48 -11 0 7.69 0 29 31.42
255 0 4 3 22 43 2.08 -6 14 51.57 75 29 47.24 0 29 37.06
256 0 4 4 7 3 2.08 128 45 13.67 -8 53 42.80 0 29 43.04
257 0 4 4 15 23 2.08 -121 45 12.79 -1 57 12.12 0 29 49.58
258 0 4 4 23 43 2.08 40 7 1.66 72 8 3.34 0 29 56.65
259 0 4 5 8 3 2.08 139 16 37.46 -16 54 24.95 0 30 4.03
260 0 4 5 16 23 2.08 -113 22 19.84 8 3 29.18 0 30 11.97
261 0 4 6 0 43 2.08 65 35 34.16 63 5 12.32 0 30 20.37
262 0 4 6 9 3 2.08 151 29 14.19 -23 18 11.84 0 30 29.03
263 0 4 6 17 23 2.08 -105 30 59.32 18 47 9.11 0 30 38.25
264 0 4 7 1 43 2.08 79 50 14.11 52 13 13.40 0 30 47.82
265 0 4 7 10 3 2.08 165 25 24.63 -27 29 18.05 0 30 57.62
266 0 4 7 18 23 2.08 -97 41 36.68 30 2 19.55 0 31 7.92
267 0 4 8 2 43 2.08 89 52 55.41 40 45 21.01 0 31 18.47
268 0 4 8 11 3 2.08 -179 25 40.78 -28 53 33.28 0 31 29.20
269 0 4 8 19 23 2.08 -89 12 0.59 41 38 20.80 0 31 40.35
270 0 4 9 3 43 2.08 98 20 52.57 29 7 10.73 0 31 51.61
271 0 4 9 12 3 2.08 -164 7 58.46 -27 12 28.29 0 32 2.99
272 0 4 9 20 23 2.08 -78 42 28.80 53 20 54.00 0 32 14.68
273 0 4 10 4 43 2.08 106 25 11.33 17 33 38.32 0 32 26.32
274 0 4 10 13 3 2.08 -149 49 12.38 -22 32 48.23 0 32 38.00
275 0 4 10 21 23 2.08 -62 52 0.22 64 38 35.45 0 32 49.85
276 0 4 11 5 43 2.08 114 49 21.47 6 19 12.42 0 33 1.46
277 0 4 11 14 3 2.08 -137 7 24.62 -15 21 32.08 0 33 13.02
278 0 4 11 22 23 2.08 -31 37 9.79 73 42 29.67 0 33 24.56
279 0 4 12 6 43 2.08 124 8 59.63 -4 17 21.96 0 33 35.68
280 0 4 12 15 3 2.08 -126 4 48.45 -6 12 27.28 0 33 46.62
281 0 4 12 23 23 2.08 22 33 7.34 74 45 7.73 0 33 57.33
282 0 4 13 7 43 2.08 134 58 21.48 -13 49 15.67 0 34 7.44
283 0 4 13 16 3 2.08 -116 21 37.32 4 23 34.81 0 34 17.23
284 0 4 14 0 23 2.08 59 11 30.66 66 21 28.82 0 34 26.56
285 0 4 14 8 43 2.08 147 47 34.07 -21 38 27.09 0 34 35.12
286 0 4 14 17 3 2.08 -107 28 35.86 16 1 31.78 0 34 43.23
287 0 4 15 1 23 2.08 77 14 18.62 54 38 25.36 0 34 50.64
288 0 4 15 9 43 2.08 162 46 48.08 -26 56 26.25 0 34 57.14
289 0 4 15 18 3 2.08 -98 50 4.77 28 21 1.64 0 35 3.07
290 0 4 16 2 23 2.08 88 49 23.10 42 2 42.04 0 35 8.10
291 0 4 16 10 43 2.08 179 20 28.26 -28 55 36.49 0 35 12.12
292 0 4 16 19 3 2.08 -89 35 57.96 41 3 28.29 0 35 15.47
293 0 4 17 3 23 2.08 98 10 7.91 29 18 32.35 0 35 17.77
294 0 4 17 11 43 2.08 -163 57 36.06 -27 12 15.83 0 35 19.05
295 0 4 17 20 3 2.08 -78 11 33.72 53 46 30.67 0 35 19.58
296 0 4 18 4 23 2.08 106 54 47.47 16 49 13.33 0 35 18.99
297 0 4 18 12 43 2.08 -148 38 19.58 -22 2 8.04 0 35 17.41
298 0 4 18 21 3 2.08 -60 29 12.93 65 46 37.34 0 35 15.09
299 0 4 19 5 23 2.08 115 56 5.01 4 55 5.27 0 35 11.63
300 0 4 19 13 43 2.08 -135 25 42.70 -14 9 23.63 0 35 7.31
301 0 4 19 22 3 2.08 -24 3 47.94 74 36 27.45 0 35 2.27
302 0 4 20 6 23 2.08 125 52 26.28 -6 0 38.32 0 34 56.17
303 0 4 20 14 43 2.08 -124 14 28.24 -4 23 21.83 0 34 49.38
304 0 4 20 23 3 2.08 31 40 29.20 73 41 26.48 0 34 41.94
305 0 4 21 7 23 2.08 137 16 18.13 -15 28 39.97 0 34 33.60
306 0 4 21 15 43 2.08 -114 35 15.22 6 35 15.29 0 34 24.76
307 0 4 22 0 3 2.08 63 36 34.18 64 13 20.18 0 34 15.38
308 0 4 22 8 23 2.08 150 29 57.34 -22 52 25.49 0 34 5.28
309 0 4 22 16 43 2.08 -105 52 14.78 18 16 39.19 0 33 54.91
310 0 4 23 1 3 2.08 79 35 50.54 52 25 24.87 0 33 44.11
311 0 4 23 9 23 2.08 165 29 42.21 -27 31 53.07 0 33 32.81
312 0 4 23 17 43 2.08 -97 26 36.64 30 19 15.38 0 33 21.43
313 0 4 24 2 3 2.08 90 13 25.52 40 13 5.75 0 33 9.75
314 0 4 24 10 23 2.08 -178 31 4.30 -28 56 12.58 0 32 57.80
315 0 4 24 18 43 2.08 -88 28 25.73 42 25 46.46 0 32 45.94
316 0 4 25 3 3 2.08 98 54 50.96 28 10 3.76 0 32 33.90
317 0 4 25 11 23 2.08 -162 51 47.23 -27 0 25.41 0 32 21.80
318 0 4 25 19 43 2.08 -77 30 30.68 54 17 29.25 0 32 9.92
319 0 4 26 4 3 2.08 107 1 4.26 16 32 32.59 0 31 57.98
320 0 4 26 12 23 2.08 -148 41 27.26 -22 9 35.97 0 31 46.16
321 0 4 26 20 43 2.08 -61 5 27.49 65 19 47.55 0 31 34.67
322 0 4 27 5 3 2.08 115 15 26.53 5 33 12.48 0 31 23.23
323 0 4 27 13 23 2.08 -136 27 11.24 -15 4 51.66 0 31 12.06
324 0 4 27 21 43 2.08 -29 51 37.23 73 45 12.59 0 31 1.28
325 0 4 28 6 3 2.08 124 8 50.77 -4 34 10.09 0 30 50.64
326 0 4 28 14 23 2.08 -126 0 1.75 -6 26 25.94 0 30 40.40
327 0 4 28 22 43 2.08 20 38 36.70 74 39 27.12 0 30 30.60
328 0 4 29 7 3 2.08 134 7 29.25 -13 32 4.14 0 30 21.00
329 0 4 29 15 23 2.08 -116 54 41.52 3 14 16.87 0 30 11.91
330 0 4 29 23 43 2.08 55 35 22.48 67 20 31.60 0 30 3.28
331 0 4 30 8 3 2.08 145 32 39.42 -20 57 32.69 0 29 54.92
332 0 4 30 16 23 2.08 -108 41 58.58 13 35 0.41 0 29 47.13
333 0 5 1 0 43 2.08 73 20 52.78 57 3 4.37 0 29 39.80
334 0 5 1 9 3 2.08 158 33 18.86 -26 22 32.55 0 29 32.81
